2.584209823608398438e+01,-4.659481430053710938e+01
-1.721673583984375000e+01,-7.456179809570312500e+01
3.444062805175781250e+01,2.414841079711914062e+01
3.846890258789062500e+01,3.564278793334960938e+01
3.917144775390625000e+01,3.670880126953125000e+01
3.776075744628906250e+01,3.235818481445312500e+01
3.229646682739257812e+01,2.804725837707519531e+01
4.175142288208007812e+01,3.522875213623046875e+01
-1.628607559204101562e+01,-7.066181945800781250e+01
-3.074909591674804688e+01,-5.464138412475585938e+01
3.746113967895507812e+01,3.467292404174804688e+01
6.532029628753662109e+00,2.377432823181152344e+00
-3.129528808593750000e+01,-6.830474853515625000e+01
4.006062316894531250e+01,3.621584320068359375e+01
4.688231277465820312e+01,3.516908264160156250e+01
3.666296005249023438e+01,3.483389663696289062e+01
9.753441810607910156e+00,7.176670837402343750e+01
5.883930587768554688e+01,-1.719736814498901367e+00
-5.393556505441665649e-02,5.260297393798828125e+01
-2.884056806564331055e+00,1.323165512084960938e+01
3.650672531127929688e+01,3.446041870117187500e+01
6.349784851074218750e+00,2.263879299163818359e+00
3.673243713378906250e+01,3.524519729614257812e+01
1.460014724731445312e+01,5.609458160400390625e+01
3.879761123657226562e+01,3.633082580566406250e+01
3.671710205078125000e+01,3.495601272583007812e+01
1.291373252868652344e+01,4.339920806884765625e+01
-3.409012985229492188e+01,4.540644073486328125e+01
1.372111320495605469e+01,4.474707031250000000e+01
1.361364936828613281e+01,4.794714355468750000e+01
1.840350151062011719e+01,6.452889251708984375e+01
2.699243927001953125e+01,5.852802276611328125e+01
1.753276634216308594e+01,7.038040161132812500e+01
-6.865326690673828125e+01,4.300250625610351562e+01
1.857949447631835938e+01,7.335331726074218750e+01
4.291792392730712891e+00,5.510597229003906250e+01
1.126091003417968750e+01,7.040953063964843750e+01
1.349091053009033203e+01,4.401057815551757812e+01
1.296099853515625000e+01,7.304993438720703125e+01
1.217473125457763672e+01,4.438194656372070312e+01
1.553005599975585938e+01,7.656499481201171875e+01
1.596129035949707031e+01,7.696418762207031250e+01
9.392781257629394531e+00,5.585856246948242188e+01
